CEP,Logradouro,Complemento,Bairro,Localidade,UF,IBGE,GIA,DDD,SIAFI
88306781,Rua dos Cedros,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306782,Avenida Marcio Ferreira de Mello e Silva,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306783,Avenida Central,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306784,Rua das Cangeranas,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306785,Rua Francisco Bernardes,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306786,Rua dos Ipês,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306787,Rua dos Ingás,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306788,Rua das Timbauvas,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306789,Rua das Canelas,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306790,Rua Suécia,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306791,Rua Mário Olímpio Cabral,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306792,Rua Olímpio Manoel Cabral,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306794,Rua Rosalina Linhares Cabral,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306795,Rua Augustinho Lemos de Camargo,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306796,Rua Expedicionário Pedro Amaro Pereira,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306797,Rua Vereador Herminio Gervásio,de 180/181 ao fim,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306798,Avenida José Medeiros Vieira,até 598/599,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306800,Avenida José Medeiros Vieira,de 600/601 a 1148/1149,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306802,Rua Renato Merlim Cunha,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306806,Rua Delfim Mário Pádua Peixoto,até 528/529,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306810,Rua Conselheiro José Manoel L. da Silva,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306812,Rua Richard Galm,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306813,Rua Delfim Mário Pádua Peixoto,de 530/531 a 1138/1139,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306814,Rua Demétrio Izidoro Cardoso,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306815,Avenida José Medeiros Vieira,de 1150/1151 a 1748/1749,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306816,Rua Eliziário da Rosa,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306817,Rua André Luiz Vidal Soares,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306818,Rua Raquel Werner,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306819,Rua Hildebrando Jorge Silva,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306820,Rua Doutor Lauro Mussi,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306821,Rua Cláudio de Souza Ferreira,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306822,Rua Maria das Dores Santos Müller,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306823,Rua Conselheiro Júlio Kumm,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306824,Rua Lúcia Serafim de Oliveira,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306825,Rua Paulo Batschauer,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306826,Rua Doca Rebello,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306827,Rua Jucília Maria da Silva Miguel,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306828,Rua Carola Coelho,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306829,Rua Duilio Furlan,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306830,Avenida Carlos Drumond de Andrade,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306831,Rua Pedro Corrêa da Silva,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306832,Rua Albatroz,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306833,Rua Miguel Francisco Borges,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306834,Rua Pelicano,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306835,Rua Carlos Alberto Niehus,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306836,Rua Martim-Pescador,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306837,Rua Vergínia Ângelo Severino,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306838,Rua Flamboyants,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306839,Rua Adolpho de Oliveira Júnior,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306840,Rua Anthurium,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306841,Rua Pratico Adolfinho Lindalvo Costa,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306842,Rua Delfim Mário Pádua Peixoto,de 1140/1141 ao fim,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306843,Avenida José Medeiros Vieira,de 1750/1751 ao fim,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88306845,Rua Otacílio da Silva Costa,,Praia Brava de Itajaí,Itajaí,SC,4208203,50394,,
88307000,Rua Jacob Ardigo,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307005,Rua Manoel Bruno Reiser,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307010,Rua Lico Amaral,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307020,Rua Guilherme Albani,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307030,Rua Aristides Francisco Palumbo,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307040,Rua Acyr Cunha,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307050,Rua Olga Mussi Dietrich,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307060,Rua Miguel Kuninfas,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307070,Rua Manoel Aníbal Pereira,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307080,Rua Vitor Zaguini,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307090,Rua Manoel Joaquim Coelho,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307098,Rua José Testoni,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307100,Rua José Gall,até 1090 - lado par,Dom Bosco,Itajaí,SC,4208203,50388,,
88307101,Rua José Gall,até 1089 - lado ímpar,Dom Bosco,Itajaí,SC,4208203,50388,,
88307102,Rua José Gall,de 1091/1092 ao fim,Carvalho,Itajaí,SC,4208203,50395,,
88307110,Rua Hélio Firmo Caetano,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307113,Rua Christina Rebello Priess,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307115,Rua São João Batista,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307120,Rua Acari Antônio Moser,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307130,Rua Antero Chaves,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307140,Rua Alois Wippel,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307150,Rua Estudante Anastácio Luiz Pereira,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307160,Rua João Reipert de Amorim,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307165,Rua Eugênio Geraldino de França,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307170,Rua Jorge Santos de Macedo,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307180,Rua São Gonçalo,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307200,Rua Presidente João Goulart,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307210,Rua Ercides Mafra,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307220,Rua Expedicionário Carlos Costa,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307230,Rua Reinaldo Pereira da Silva,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307240,Rua Carlos Serafim Zaguini,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307250,Rua Estudante Renato Victorino,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307260,Rua José Mariano Furtado,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307270,Rua Antônio de Souza Cunha,,Dom Bosco,Itajaí,SC,4208203,50388,,
88307280,Rua Itapoá,,Ressacada,Itajaí,SC,4208203,50385,,
88307290,Rua Paulo Hoier,,Ressacada,Itajaí,SC,4208203,50385,,
88307291,Rua Damasio Francisco Nunes,,Ressacada,Itajaí,SC,4208203,50385,,
88307292,Servidão Alfredo Hoier,,Ressacada,Itajaí,SC,4208203,50385,,
88307295,Rua Raimundo Binder,,Ressacada,Itajaí,SC,4208203,50385,,
88307296,Rua Sebastião Procópio Nunes,,Ressacada,Itajaí,SC,4208203,50385,,
88307297,Rua Odílio Pereira,,Ressacada,Itajaí,SC,4208203,50385,,
88307298,Rua Bento Cesário de Aragão,,Ressacada,Itajaí,SC,4208203,50385,,
88307300,Avenida Vereador Abrahão João Francisco,de 1702 a 2700 - lado par,Dom Bosco,Itajaí,SC,4208203,50388,,
88307301,Avenida Vereador Abrahão João Francisco,de 1701 a 2701 - lado ímpar,Dom Bosco,Itajaí,SC,4208203,50388,,
88307302,Avenida Vereador Abrahão João Francisco,de 2702 ao fim - lado par,Ressacada,Itajaí,SC,4208203,50385,,
88307303,Avenida Vereador Abrahão João Francisco,de 2703 ao fim - lado ímpar,Ressacada,Itajaí,SC,4208203,50385,,
88307310,Avenida José Siqueira,até 249/250,Dom Bosco,Itajaí,SC,4208203,50388,,
88307311,Avenida José Siqueira,de 251/252 ao fim,Ressacada,Itajaí,SC,4208203,50385,,
88307315,Rua Eduardo Teixeira,,Ressacada,Itajaí,SC,4208203,50385,,
88307320,Rua Pedro Pereira Mafra,,Ressacada,Itajaí,SC,4208203,50385,,
88307322,Rua Egon Muller,,Ressacada,Itajaí,SC,4208203,50385,,
88307324,Rua José Darcy da Silva,,Ressacada,Itajaí,SC,4208203,50385,,
88307326,Rua Nivaldo Detoie,,Ressacada,Itajaí,SC,4208203,50385,,
88307330,Rua das Cerejeiras,,Ressacada,Itajaí,SC,4208203,50385,,
88307340,Rua Thadeu Kock,,Ressacada,Itajaí,SC,4208203,50385,,
88307345,Rua José Cugnier,,Ressacada,Itajaí,SC,4208203,50385,,
88307350,Rua Aldo Marcos da Cunha,,Ressacada,Itajaí,SC,4208203,50385,,
88307360,Rua Adolfo Cugnier,,Ressacada,Itajaí,SC,4208203,50385,,
88307363,Rua Pedro Teodoro Fernandes,,Ressacada,Itajaí,SC,4208203,50385,,
88307365,Rua Demétrio P. S. Medeiros,,Ressacada,Itajaí,SC,4208203,50385,,
88307370,Rua Valdevino Vieira Cordeiros,,Ressacada,Itajaí,SC,4208203,50385,,
88307372,Rua Isaac José de Souza,,Ressacada,Itajaí,SC,4208203,50385,,
88307375,Rua Oswaldo Espíndola,,Ressacada,Itajaí,SC,4208203,50385,,
88307385,Rua José Anselmo da Silva,,Ressacada,Itajaí,SC,4208203,50385,,
88307386,Servidão Sebastião do Rozário,,Ressacada,Itajaí,SC,4208203,50385,,
88307390,Rua Vereador Abílio Otávio do Canto,,Ressacada,Itajaí,SC,4208203,50385,,
88307393,Rua Aristides Estevão da Silva,,Ressacada,Itajaí,SC,4208203,50385,,
88307395,Rua Irene Bonanomi da Silva,,Ressacada,Itajaí,SC,4208203,50385,,
88307400,Rua Alfredo Labes,,Ressacada,Itajaí,SC,4208203,50385,,
88307410,Rua Ricardo Gabriel Bauer,,Ressacada,Itajaí,SC,4208203,50385,,
88307420,Rua Alexandre Alexius Reiser,,Ressacada,Itajaí,SC,4208203,50385,,
88307430,Rua Elias Brich Adaime,,Ressacada,Itajaí,SC,4208203,50385,,
88307440,Rua Leopoldo Zarling,,Ressacada,Itajaí,SC,4208203,50385,,
88307450,Rua Primo Uller Júnior,,Ressacada,Itajaí,SC,4208203,50385,,
88307460,Rua Professor Ondino Geraldino da Silva,,Ressacada,Itajaí,SC,4208203,50385,,
88307490,Rua Jardim das Mansões,,Ressacada,Itajaí,SC,4208203,50385,,
88307580,Rua Vereador José Carlos Mendonça,,Carvalho,Itajaí,SC,4208203,50395,,
88307600,Rua Francisco Rodrigues Pereira,,Carvalho,Itajaí,SC,4208203,50395,,
88307610,Rua Otávio Muller,,Carvalho,Itajaí,SC,4208203,50395,,
88307620,Rua Soldado Abelardo Mendonça Sobrinho,,Carvalho,Itajaí,SC,4208203,50395,,
88307630,Rua Olga Gern Pereira,,Carvalho,Itajaí,SC,4208203,50395,,
88307635,Travessa Arvoredo,,Carvalho,Itajaí,SC,4208203,50395,,
88307640,Rua José Henrique Flores,,Carvalho,Itajaí,SC,4208203,50395,,
88307645,Rua Tenente Antônio Quintas Maia,,Carvalho,Itajaí,SC,4208203,50395,,
88307650,Rua Padre João Rodrigues de Almeida,,Carvalho,Itajaí,SC,4208203,50395,,
88307655,Rua Marcos Gustavo Heusi,,Carvalho,Itajaí,SC,4208203,50395,,
88307660,Rua Emanuel dos Santos,,Carvalho,Itajaí,SC,4208203,50395,,
88307670,Rua Pedro Manoel Moreira,,Carvalho,Itajaí,SC,4208203,50395,,
88307700,Rua João Dalmolin,,Carvalho,Itajaí,SC,4208203,50395,,
88307710,Rodovia BR-101,de 10001 a 10705 - lado ímpar,Carvalho,Itajaí,SC,4208203,50395,,
88307720,Rua Erna Hoier Corrêa,,Carvalho,Itajaí,SC,4208203,50395,,
88307740,Rua Alvaro Beraldi,,Ressacada,Itajaí,SC,4208203,50385,,
88307770,Rua Caianduba,,Canhanduba,Itajaí,SC,4208203,50396,,
88307900,Avenida Vereador Abrahão João Francisco 3655,,Ressacada,Itajaí,SC,4208203,50385,,
88308000,Avenida Governador Adolfo Konder,até 960 - lado par,São Vicente,Itajaí,SC,4208203,50397,,
88308001,Avenida Governador Adolfo Konder,até 959 - lado ímpar,Cidade Nova,Itajaí,SC,4208203,50398,,
88308002,Avenida Governador Adolfo Konder,de 962 a 1850 - lado par,São Vicente,Itajaí,SC,4208203,50397,,
88308003,Avenida Governador Adolfo Konder,de 961 a 1849 - lado ímpar,Cidade Nova,Itajaí,SC,4208203,50398,,
88308004,Avenida Governador Adolfo Konder,de 1852 ao fim - lado par,São Vicente,Itajaí,SC,4208203,50397,,
88308005,Avenida Governador Adolfo Konder,de 1851 ao fim - lado ímpar,Cidade Nova,Itajaí,SC,4208203,50398,,
88308010,Rua Estefano José Vanolli,de 1951/1952 ao fim,Cidade Nova,Itajaí,SC,4208203,50398,,
88308020,Rua Sidnei Schulze,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308022,Rua Carlos Mafra,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308025,Servidão Max Hoier,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308030,Rua Doutor Hermes Atílio Mariani,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308040,Rua João Marcelino Machado,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308050,Rua dos Jasmins,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308060,Rua dos Girassóis,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308070,Rua das Papoulas,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308080,Rua das Hortências,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308100,Rua Otto Hoier,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308110,Rua das Violetas,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308115,Rua Maria Serafim dos Santos,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308120,Rua das Orquídeas,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308130,Rua das Acácias,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308140,Rua das Azaléias,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308150,Rua Agílio Cunha,até 723/724,Cidade Nova,Itajaí,SC,4208203,50398,,
88308151,Rua Agílio Cunha,de 725/726 a 1400/1401,Cidade Nova,Itajaí,SC,4208203,50398,,
88308160,Rua das Petúnias,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308165,Rua das Camélias,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308170,Rua dos Crisântemos,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308171,Rua Lino do Amaral,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308175,Rua Jorge Fernando Pereira,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308180,Rua Arnoldo Corrêa de Mello,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308181,Servidão Adilson Laudelino Chaves,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308182,Rua Ivo Werner,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308183,Servidão Dilcéa Faria Pereira Façanha,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308185,Rua dos Hibiscos,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308190,Rua dos Ciprestes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308193,Rua Laudino Pedro da Silva,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308194,Rua Ulysses Leite,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308195,Rua das Buganvilias,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308196,Rua João Jacinto Vieira,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308197,Rua Narcisa Maria Vitorino,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308199,Rua Conegunda Tomazina Bosco,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308220,Rua Aldo Silva,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308225,Rua Maria Claudia Adriano Soares,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308227,Rua Antonio José Marcos,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308305,Rua Arthur José Rebello,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308310,Rua Maria Verena Heil,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308311,Rua Rosa Grimes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308312,Rua João Laurentino das neves,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308315,Rua Emanoel José Rebello,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308320,Rua Oscar Martins da Silva,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308325,Rua Francisco de Mattos Dultra,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308330,Rua Palmir Francisco Dias,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308332,Rua Edgard Neuwirth,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308335,Rua Pantaleão Francisco Casas,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308340,Rua Raul de Souza,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308350,Rua Peterson André Machado,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308355,Rua Olívia Rautenberg,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308360,Rua José Domingos Machado,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308365,Rua Acelino Alves dos Santos,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308370,Rua Raul Machado,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308375,Avenida Nilo Simas,até 288/289,Cidade Nova,Itajaí,SC,4208203,50398,,
88308380,Rua Otília Damasceno,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308385,Rua Lino José da Silva,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308390,Rua José Simplício de Oliveira,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308395,Rua Alfredo Ludovino D'Avila,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308400,Avenida Nilo Simas,de 290/291 a 728/729,Cidade Nova,Itajaí,SC,4208203,50398,,
88308414,Rua Luiz Silva,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308416,Rua Valdemar Bittencourt Félix,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308420,Rua Paulo Valmor Severino,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308425,Rua Ana Mafra Pereira,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308430,Rua Henrique Leonardo Deola Pftizer,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308440,Rua Luiz Bela Cruz,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308450,Rua Olavo Murilo Seara,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308460,Rua Fabiano e Silva Marques,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308465,Rua Sílvio Virgílio Teófilo,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308467,Rua José Vasquez Martinez,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308470,Rua Aldhemar Veiga,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308480,Rua José Domingos Mafra,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308482,Rua João Galvão Fernandes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308484,Rua Maria Correia,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308486,Rua Maria Lucia de Amorim,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308490,Rua Roberto Manoel Tomás,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308492,Rua Anatolio José da Silva,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308500,Rua Padre Heribert José Schmitt,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308510,Rua Alfredo Fantini,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308515,Rua Euclydes Adão Peixer,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308520,Rua Osmar Jordino Alexandre,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308525,Avenida Nilo Simas,de 730/731 ao fim,Cidade Nova,Itajaí,SC,4208203,50398,,
88308530,Rua Edmundo Heusi Júnior,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308535,Rua João Ascendino Lamim,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308540,Rua Milton Jaques,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308545,Rua Gélio Hercílio Corrêa,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308550,Rua Manoel Cardoso,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308552,Praça Oswaldo Pedro de Miranda,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308555,Rua Augusto Fiorenzano Júnior,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308560,Rua Carlos Otto Priess,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308565,Rua Mário Ferrari,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308567,Rua Estevão José Grimes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308569,Rua Araci Russi Grimes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308570,Rua Anastácio José Mendes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308575,Rua Juarez José Mendes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308580,Rua Nancy Patino Reiser,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308585,Rua Arnaldo Lopes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308586,Rua Aprígio José Pinto,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308588,Rua Marcelino Ponciano,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308590,Rua Nelson Manoel Simão,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308600,Avenida Ministro Luiz Gallotti,até 1061/1062,Cidade Nova,Itajaí,SC,4208203,50398,,
88308601,Avenida Ministro Luiz Gallotti,de 1063/1064 ao fim,Cidade Nova,Itajaí,SC,4208203,50398,,
88308602,Rua Mauro Carlos Bertemes,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308604,Rua Pedro Jeronimo Sedrez,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308605,Rodovia BR-101,de 8852 a 9998 - lado par,Cidade Nova,Itajaí,SC,4208203,50398,,
88308606,Rua Valério Zaguini,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308608,Rua Nahor Cardozo,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308610,Rua José da Silva Lima Júnior,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308612,Rua Oscar Silva Justino,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308616,Rua Expedicionário Rosendo José Cândido,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308617,Rua Olívia Benedita Batistoti,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308618,Rua Rivo Lafaiéte de Oliveira,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308620,Rodovia BR-101,de 8503 a 9999 - lado ímpar,Cidade Nova,Itajaí,SC,4208203,50398,,
88308621,Avenida Maria Marques Werner,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308622,Rua Andrelino Werner,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308623,Rua Arlindo Werner,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308624,Rua Ivana Werner,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308625,Rua Francisco Nicolletti,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308630,Rua João Cirilo da Cunha,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308635,Rua Doutor Nelly Piccoli,,Cidade Nova,Itajaí,SC,4208203,50398,,
88308640,Rua Paulo Arídio de Franca,,Cidade Nova,Itajaí,SC,4208203,50398,,
